id,lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,runqsz,freemem,freeswap,usr,workload_type,user_type,system_state,io_pressure,process_pressure,memory_pressure,cpu_pressure,read_write_ratio,swap_pressure,sys_activity_ratio
5366,55.40211063,66.57932993,2933.379005,115,123,2.8,2.6,11527000,7532600,2.6,1345,1541262,81,cpu_heavy,researcher,low,8682828020,7.28,0.001931649,802.7777778,0.838235294,1145.068351,35.24390244
4091,0.827688535,0.392248912,2238.029482,104,87,0.8,1.6,3018700,5970600,4,544,1017939,89,mixed,admin,medium,1802345022,1.28,0.00733945,442.8,2,1867.777982,24.6
1462,3.693580761,0.907765101,5238.645806,783,276,4.6,5.8,26686000,10991200,1.2,156,1119058,69,cpu_heavy,researcher,low,29331116320,26.68,0.007643312,2368.181818,5,7127.757962,74.42857143
4325,6.186334037,1.290396411,3691.630539,246,166,1.6,1.4,13397900,2759800,3,1257,1468233,86,mixed,admin,medium,3697552442,2.24,0.002384738,929.5,3.5,1167.116852,42.73563218
5468,3.266147623,0.119802919,6684.783579,907,556,2,0.6,23822700,28712200,3.2,190,1007257,79,io_heavy,student,low,68400212694,1.2,0.016753927,1582.857143,3,5273.596859,83.1
7646,0.410366524,2.154214147,272.1620793,18,20,0.4,1,2374500,1195400,1.2,3719,1849424,98,mixed,admin,critical,283847730,0.4,0.000322581,116.3636364,0.5,497.1569892,2.585858586
7198,6.888641605,1.466914111,1386.416883,163,120,0.6,0.8,6024500,4295200,1,1214,976187,89,mixed,admin,medium,2587643240,0.48,0.000823045,707.5,3.5,803.4460905,15.72222222
4841,0.139534549,0.099443116,1388.515787,143,58,0.2,0.2,29458000,598700,2.6,,1731128,95,mixed,admin,critical,1763650460,0.04,0.000417469,394.1666667,1,277.9588953,14.78125
6326,33.49251428,47.72273369,820.1815421,141,129,2,2,7467500,15129900,1.4,5555,1841400,89,mixed,admin,medium,11298252825,4,0.00025198,350,0.714285714,331.425486,9.333333333
964,39.75656088,-0.276711464,5852.8241,921,784,3.6,1.8,41754100,12739400,3.2,147,1046022,69,io_heavy,researcher,low,53192218154,6.48,0.021621622,1388.095238,39,7067.716216,83.28571429
4765,-1.061130788,-0.370052872,222.0714521,17,20,0.2,0.2,44600,441200,1,7388,1861860,98,mixed,admin,critical,1967752,0.04,0.000135336,86,0,251.9772635,1.737373737
4245,2.026901911,1.184897294,195.3198171,10,13,0.4,0.4,756600,1123400,1,6598,1854819,98,mixed,admin,critical,84996444,0.16,0.000151538,88,1,281.0757691,1.777777778
1365,49.27683271,38.11977592,3642.479523,398,288,2.81,4.61,44982700,20852700,1.6,140,993279,68,io_heavy,researcher,low,93801074829,12.9541,0.011347518,1383.076923,1.2,7044.531915,52.11594203
7241,0.734367351,-0.459710778,1677.481739,123,72,0.2,0.2,13264300,5078500,2,599,1768939,88,mixed,admin,medium,6736274755,0.04,0.003333333,581,0,2948.231667,19.58426966
6296,20.72425442,16.91297245,1321.683287,365,132,1,0.8,68668700,54797900,559,90,10,0,idle_light,student,low,3.7629E+11,0.8,6.142857143,2.391071429,1.176470588,0.10989011,1339
6196,5.84051942,-0.34874254,1597.489691,84,49,5,16.2,4349000,2083700,2.2,192,1749606,89,cpu_heavy,researcher,medium,906201130,81,0.011398964,500.3125,6,9065.316062,17.78888889
4183,1.096869874,-0.504977223,760.7126581,119,53,1.8,1.8,64901200,19847800,2,2133,1817235,76,io_heavy,student,low,1.28815E+11,3.24,0.000937207,246,2,851.5627929,9.584415584
6523,0.606655129,-0.370418255,2556.973218,130,165,0.6,0.6,16201800,3039200,2.8,3857,1716347,89,mixed,admin,medium,4924051056,0.36,0.000725765,654.7368421,1,444.8799896,27.64444444
1347,-2.725227895,-0.770907651,423.5241859,53,40,0.2,0.2,305800,530900,1,1125,1744080,95,mixed,admin,critical,16234922,0.04,0.000888099,237,0,1548.916519,4.9375
7221,18.18094411,12.74063098,3647.332855,342,223,2.81,4.01,50951500,31574300,2,189,1040996,80,io_heavy,researcher,low,1.60876E+11,11.2681,0.010526316,1195.666667,1.214285714,5478.926316,44.28395062
7033,5.534516849,2.184209755,4544.248561,346,212,1,2.6,9726100,5650200,3.2,718,1517275,87,mixed,admin,medium,5495441022,2.6,0.004450626,1081.190476,1.666666667,2110.257302,51.60227273
1938,41.49906415,0.312644873,4453.604804,523,387,11.8,19.8,43693800,10530700,2.5,1401,1106198,59,io_heavy,researcher,low,46012629966,233.64,0.001783167,1264.285714,20.5,789.0142653,73.75
1262,185.0811035,197.1374567,2258.308989,184,112,7.4,19.6,10095900,4870600,3.6,356,1095504,73,cpu_heavy,researcher,low,4917309054,145.04,0.010084034,491.7391304,0.934343434,3068.638655,30.56756757
1657,8.179760661,3.504885073,2994.544037,360,365,0.8,0.8,21910100,10199700,2.7,158,1025470,86,mixed,admin,medium,22347644697,0.64,0.016981132,802.972973,1.6,6449.496855,34.14942529
3759,8.295962552,0.761679187,4108.464939,556,512,8,2.2,41052500,14079600,3.4,454,1757598,70,io_heavy,researcher,low,57800277900,17.6,0.007472527,947.9545455,8,3862.852747,58.74647887
6004,1.415246825,-0.134720893,793.4916092,43,73,0.4,0.8,10220300,2634300,1.3,494,1014829,96,mixed,admin,critical,2692333629,0.32,0.002626263,355.2173913,2,2050.159596,8.422680412
284,21.67915682,6.654912744,1275.948409,149,121,1.2,1.8,2277200,1946000,2.8,670,977107,92,mixed,admin,high,443143120,2.16,0.004172876,336.0526316,2.875,1456.195231,13.7311828
5541,22.80249293,31.90349722,692.0904528,46,39,0.2,0.2,8606500,1696500,1,913,1746004,96,mixed,admin,critical,1460092725,0.04,0.001094092,324,0.65625,1910.28884,6.680412371
1191,28.11244367,12.24728754,5309.984469,383,290,1.2,1.2,24008200,13274000,6.2,876,1309448,84,mixed,student,medium,31868484680,1.44,0.007069555,733.1944444,2,1493.099202,62.10588235
6365,2.483508064,-0.005597882,1646.511122,59,92,0.2,0.2,2281100,38346500,1.2,,1864774,94,io_heavy,student,high,8747220115,0.04,0.000143558,740.9090909,0.5,223.0857758,17.15789474
7611,14.25124922,1.3838821,1949.173956,143,91,2.59,10.18,37397200,2679500,560,88,11,0,idle_light,researcher,low,10020579740,26.3662,6.292134831,3.456327986,7,0.123595506,1939
7189,1.697855425,0.187195987,492.3521219,53,30,2.6,2.6,7888400,2309500,2.4,922,1789414,83,mixed,researcher,medium,1821825980,6.76,0.002600217,151.7647059,2,1938.693391,6.142857143
3490,51.2952403,54.82858787,5848.903966,192,134,2.58,9.74,14849500,24161300,4.2,252,1510335,73,io_heavy,researcher,low,35878322435,25.1292,0.016600791,1125.576923,0.946428571,5969.703557,79.09459459
4287,0.511670553,1.319232152,3897.122699,268,146,0.2,0.2,36196100,7668300,2.4,,1446538,91,io_heavy,student,high,27756255363,0.04,0.011538462,1127.941176,0.5,6954.509615,41.68478261
1483,4.842801642,1.374000074,1320.899942,113,64,0.4,1.8,552100,662000,2,6131,1729808,97,mixed,admin,critical,36549020,0.72,0.000326158,456.6666667,1.5,282.0952381,13.97959184
7606,20.21969582,18.13850029,1228.782491,502,174,0.2,0.2,78052900,68501200,643,94,6,0,idle_light,student,low,5.34672E+11,0.04,6.768421053,1.892857143,1.105263158,0.063157895,1219
1200,2.455641484,1.905289292,4801.020134,268,135,0.2,0.2,21384300,22394800,3.4,3740,1346886,91,io_heavy,student,high,47889712164,0.04,0.000908848,1089.545455,0.5,360.0336808,52.10869565
1407,-0.517180009,0.340621548,441.7660339,59,38,0.2,0.2,2106000,1304500,2,988,1761753,88,mixed,admin,medium,274727700,0.04,0.002022245,153.6666667,1,1781.347826,5.179775281
748,0.193949018,-0.091624449,3302.465161,165,188,0.2,0.2,7090900,15610800,3,2892,1650291,94,mixed,admin,high,11069462172,0.04,0.001036986,811,1,570.4427929,34.14736842
6001,1.811190544,0.807185145,3580.073766,233,180,1.6,3.21,26123400,8007700,1.5,435,1117693,77,mixed,researcher,low,20918835018,5.136,0.003440367,1445.6,1.5,2563.516055,46.33333333
1616,31.40728838,14.58378934,6813.698778,255,145,2.8,3.8,14918600,6903000,3.6,864,1642715,74,cpu_heavy,researcher,low,10298309580,10.64,0.00416185,1473.913043,1.866666667,1899.092486,90.4
7095,20.72042254,7.999921273,2260.438801,314,133,2.6,3.6,11892500,4036900,2.8,952,1533365,86,cpu_heavy,researcher,medium,4800883325,9.36,0.00293809,599.2105263,2.222222222,1608.987408,26.17241379
1265,3.180720867,0.467122854,2477.715135,231,124,2,5.21,5242900,1863400,2,308,1106907,88,cpu_heavy,researcher,medium,976961986,10.42,0.006472492,812.3333333,3,3582.223301,27.38202247
2090,4.549893216,0.962881233,447.8387789,84,88,0.4,0.6,5538400,5878500,2,6182,1724002,95,mixed,admin,critical,3255748440,0.24,0.000323468,158.3333333,1.5,278.8293709,4.947916667
747,13.19929433,11.2848264,2741.628962,371,195,1.8,0.8,131786400,98896000,1.3,572,1014926,83,io_heavy,student,medium,1.30331E+12,1.44,0.002268761,1198.26087,1.083333333,1771.249564,32.80952381
4269,4.803547739,0.081112803,2081.371662,91,126,1,1.6,8169500,19384700,,544,1524283,91,mixed,admin,high,15836330665,1.6,0.00440367,613.5294118,3,2796.849541,22.67391304
5027,-0.101186432,-0.072039692,377.2415533,35,47,0.8,1,160600,485500,,792,1760419,90,mixed,admin,high,7797130,0.8,0.002269861,122.8571429,1,2219.948298,3.78021978
3350,17.8538154,23.66400146,172.6746908,14,33,0.2,0.2,42700,1437700,1,5274,1858256,98,mixed,admin,critical,6138979,0.04,0.000189573,96,0.75,352.276019,1.939393939
1417,1.060837336,0.147099859,3979.186423,309,187,0.2,0.2,1535600,2729900,1.6,215,1129732,88,mixed,admin,medium,419203444,0.04,0.007407407,1515.769231,0.5,5230.240741,44.28089888
2303,6.590273479,0.578074965,1926.838262,220,109,4.18,4.38,72684200,11997900,5.8,7790,1856038,78,io_heavy,researcher,low,87205776318,18.3084,0.000744449,284.2647059,3.5,238.2284687,24.46835443
5092,0.24688607,0.428617055,841.9582972,33,28,0.4,0.4,750600,398900,1,4950,1828000,97,mixed,admin,critical,29941434,0.16,0.000201979,404.5,0.5,369.2183397,8.255102041
3531,22.59787338,0.785298717,6006.716887,673,474,7.58,3.79,50599000,6685000,6.8,809,1526997,70,io_heavy,researcher,low,33825431500,28.7282,0.008395062,767.8205128,10.5,1885.181481,84.35211268
2777,5.72663674,0.36481955,1215.940576,503,75,1.6,1.6,39001400,1011100,2.4,125,1742330,88,io_heavy,student,medium,3943431554,2.56,0.019047619,365.5882353,6,13828.01587,13.96629213
150,36.31690521,54.99040234,4152.930928,156,137,0.2,0.2,814900,624700,2.2,794,1447821,94,mixed,admin,high,50906803,0.04,0.002767296,1276.5625,0.642857143,1821.158491,43
1230,4.358795995,1.167534721,4634.805821,334,195,0.2,0.2,1403100,8217900,2,587,1077120,87,mixed,admin,medium,1153053549,0.04,0.003401361,1523,1,1831.836735,51.92045455
5315,8.299262574,9.528261255,154.8982509,19,18,0.2,0.2,347200,1125500,1,417,1757288,98,mixed,admin,critical,39077360,0.04,0.002392344,93,0.9,4204.038278,1.878787879
3043,21.37412657,12.94364052,1700.867813,146,129,2,0.8,7081100,4979900,,180,1710835,93,mixed,admin,high,3526316989,1.6,0.013259669,494.4117647,1.571428571,9452.127072,17.88297872
3024,3.231299755,1.6647641,2195.077242,103,70,0.2,0.2,14062900,3950900,,2388,1406923,95,mixed,admin,critical,5556111161,0.04,0.001088321,621.9444444,1,588.9171201,23.32291667
7577,-1.297322297,0.947234988,339.284669,128,41,0.2,0.2,19422100,18886800,2.8,5283,1825419,96,mixed,student,critical,36682131828,0.04,0.000529902,87.10526316,0.5,345.4615821,3.412371134
2037,4.418737652,-0.318547913,1273.323193,85,84,0.8,4,13512900,14598900,2.4,375,1534925,95,mixed,researcher,critical,19727347581,3.2,0.006382979,381.4705882,4,4082.24734,13.51041667
1298,0.690255007,0.16072828,3963.367723,266,163,0.4,0.6,3966500,5786700,1,176,1125060,86,mixed,admin,medium,2295294555,0.24,0.005649718,1987,1,6356.271186,45.67816092
6359,20.88509331,2.511008855,2437.333405,276,176,2.4,2.2,15213400,4895600,2,112,979309,85,mixed,researcher,medium,7447872104,5.28,0.017699115,802.6666667,5.75,8666.451327,28
226,87.16199302,78.05556014,6823.760987,484,356,8.2,15,34499400,15151900,5.4,512,1539402,60,io_heavy,researcher,low,52273145886,123,0.010526316,1073.4375,1.088607595,3000.783626,112.6229508
1523,2.758324259,1.271837983,3902.061285,455,244,2.4,6.4,23487400,4134800,1.7,222,1094254,85,cpu_heavy,researcher,medium,9711570152,15.36,0.007623318,1439.259259,1.5,4906.96861,45.18604651
1810,48.95507389,-0.182638124,3575.142337,176,111,11.82,33.67,13324500,4072400,2.3,181,1111000,62,cpu_heavy,researcher,low,5426269380,397.9794,0.012637363,1078.787879,48,6104.395604,56.50793651
6162,1.929982737,0.366403253,1114.583729,96,49,0.2,0.2,10687900,1542200,2,,1013482,95,mixed,admin,critical,1648287938,0.04,0.014814815,376.6666667,1,7507.274074,11.77083333
7902,9.799340939,5.99843978,3079.700217,250,206,3,2.4,19773500,1897900,352,85,15,0,cpu_heavy,researcher,low,3752812565,7.2,4.093023256,8.824362606,1.833333333,0.174418605,3115
2357,5.605953235,-0.231655683,1996.755767,103,89,1.6,3,17214900,5411300,1,131,1078506,88,mixed,researcher,medium,9315498837,4.8,0.007575758,1019.5,6,8170.5,22.91011236
5626,-0.104066994,-0.471838857,100.2637965,10,20,0.2,0.2,369300,272400,1.2,6460,1871616,98,mixed,admin,critical,10059732,0.04,0.00018573,63.18181818,0,289.6789971,1.404040404
4303,0.960537978,1.063672605,3265.020197,245,259,0.2,0.2,494200,1868100,1.5,221,1021681,92,mixed,admin,high,92321502,0.04,0.006756757,1308.8,1,4602.166667,35.1827957
3969,2.150451661,-0.248155929,1929.92235,112,87,0,0,1327300,5392000,1.2,1950,1711416,96,mixed,admin,critical,715680160,0,0.000615069,872.7272727,0,877.1993849,19.79381443
7385,911.7343262,13.04667755,3413.634516,204,175,0.8,1.8,14875900,17232600,1,136,1062344,73,mixed,admin,low,25635043434,1.44,0.00729927,1728.5,65.14285714,7754.335766,46.71621622
4514,8.001647664,1.561312108,3012.146466,418,378,7.4,2,45889900,22747400,2.2,6462,1845981,76,io_heavy,researcher,low,1.04388E+11,14.8,0.000340399,939.6875,4.5,285.6229305,39.05194805
4781,47.29780368,64.86347804,2992.935895,269,110,1.6,3.6,91317300,2857400,1,151,1088790,83,io_heavy,researcher,medium,26093005302,5.76,0.006578947,1506,0.712121212,7163.092105,35.85714286
6591,3.769738741,1.974622804,4849.976886,232,164,0.2,0.2,11531400,8672200,7.4,1034,1312821,84,mixed,admin,medium,10000260708,0.04,0.007149758,571.9047619,1.333333333,1268.426087,56.51764706
6482,16.83631429,27.50199891,160.210497,19,17,0.2,0.2,2287100,2261100,1,2667,1771702,94,mixed,admin,high,517136181,0.04,0.000374813,91.5,0.655172414,664.0562219,1.926315789
7076,1487.338667,1.84982373,7246.07571,157,192,1.6,1,9859500,7389200,2.8,2451,1712099,64,mixed,admin,low,7285381740,1.6,0.001141925,1912.105263,743,698.2459217,111.7846154
1690,1.723728722,0.854975488,2573.731009,94,99,0.2,0.2,1004600,9398600,2,1346,1544528,93,mixed,admin,high,944183356,0.04,0.001484781,866.6666667,1,1146.64291,27.65957447
2099,-0.657978656,-0.596979844,2908.783561,247,145,0.2,0.2,25964700,15207300,1,326,1015325,86,io_heavy,student,medium,39485298231,0.04,0.003058104,1456,1,3104.969419,33.47126437
3499,13.80456453,11.65819659,3544.228877,150,124,0.4,0.6,1542600,6687000,1.5,289,1125866,88,mixed,admin,medium,1031536620,0.24,0.005172414,1400,1.076923077,3882.296552,39.3258427
1437,0.734627673,-0.516044604,3338.249057,257,153,0.4,1.8,55590000,4740100,4.4,278,1041150,85,io_heavy,student,medium,26350215900,0.72,0.015770609,619.8148148,1,3731.72043,38.91860465
2793,0.559299945,0.564484223,4062.197878,374,274,0.2,0.2,8993400,1725700,2.4,6327,1732208,88,mixed,admin,medium,1551991038,0.04,0.000379267,1188.529412,1,273.7370417,45.40449438
5357,-0.741483881,1.25895361,205.9596429,12,28,0.6,0.2,404900,1097400,1,6406,1870936,98,mixed,admin,critical,44433726,0.12,0.000156079,90,1,292.0143593,1.818181818
1627,33.52267355,10.34875337,5921.442477,131,111,3.2,8.8,19867100,8545000,3.4,685,1630339,75,cpu_heavy,researcher,low,16976436950,28.16,0.004956268,1339.090909,2.833333333,2376.587464,77.52631579
6994,39.14563619,24.84511061,2581.812624,305,314,1.2,2.6,72426000,77879900,1,129,1021626,70,io_heavy,student,low,5.64053E+11,3.12,0.007692308,1269,1.461538462,7858.661538,35.74647887
1240,2.73762292,-0.496244793,2343.556309,280,185,0.8,0.8,17733400,2807200,2.5,979,1127992,89,mixed,admin,medium,4978120048,0.64,0.00255102,655.7142857,1,1151.012245,25.5
4395,0.89598514,0.848832043,258.7624712,25,49,0.2,0.2,2863400,3987800,,2981,1769748,93,mixed,admin,high,1141866652,0.04,0.000335345,139,0,593.4768612,2.957446809
6202,3.829264366,1.082616395,3618.77239,133,157,0.2,0.2,770500,8839800,1,686,1058842,90,mixed,admin,high,681106590,0.04,0.001455604,1792,2.5,1541.254731,39.38461538
5940,19.38117888,17.43308817,3092.800279,424,166,0.8,0.8,63834900,60478000,1.7,229,1041536,88,io_heavy,student,medium,3.86061E+11,0.64,0.007391304,1126.666667,0.944444444,4528.417391,34.17977528
7256,14.94183476,11.8108867,177.6876636,19,28,0.2,0.2,496300,2533000,1,7582,1878664,97,mixed,admin,critical,125712790,0.04,0.000131874,109,0.928571429,247.7468021,2.224489796
2127,4.739983009,1.677302499,1999.456958,71,43,4.2,5.4,17057400,2960500,2.6,8398,1865216,84,cpu_heavy,researcher,medium,5049843270,22.68,0.000309561,551.9444444,3,222.0759614,23.37647059
4407,6.877046989,2.468499281,2173.331353,162,110,0.8,1,7667600,8421900,3.6,2879,1532101,92,mixed,admin,high,6457576044,0.8,0.00125,474.5652174,2.333333333,531.9795139,23.47311828
404,10.05013186,0.881593037,5445.780151,252,156,5,18.4,14546300,5099400,1,183,1022437,74,cpu_heavy,researcher,low,7417740222,92,0.005434783,2703,5,5556.722826,72.08
7218,12.659515,3.608473561,3030.864291,260,303,0.4,0.2,15754900,46174400,2.2,506,1385634,87,io_heavy,student,medium,72747305456,0.08,0.00433925,956.875,2.75,2733.005917,34.79545455
632,48.6321464,54.61200628,928.6227018,72,57,2,4.59,16176800,3814200,1,309,1068905,90,cpu_heavy,researcher,high,6170155056,9.18,0.003225806,445.5,0.839285714,3448.080645,9.791208791
5994,0.553591567,0.280740987,578.5385255,120,49,0.2,0.2,45445200,1312500,2.8,1659,1733061,91,io_heavy,student,high,5964682500,0.04,0.001686747,158.1578947,0,1044.012651,6.532608696
6213,2.491483424,0.596121815,2260.253272,84,107,0.4,0.8,4688200,14333300,2,770,1646266,94,mixed,admin,high,6719737706,0.32,0.002594034,747,1.5,2135.23476,23.58947368
6337,405.7372545,393.8032185,3183.910933,295,198,1,2.4,99095000,3703900,2.4,2398,1702935,82,io_heavy,student,medium,36703797050,2.4,0.001000417,931.7647059,1.027918782,709.8520217,38.1686747
6682,6.286030172,5.588609838,1072.06119,132,90,0.2,0.2,18303000,2782900,,1490,969653,95,mixed,admin,critical,5093541870,0.04,0.002146211,253.3333333,1,650.3373575,11.08333333
1116,3.389441119,1.222897966,708.2347896,105,29,2.4,2.4,46884400,1345400,2.4,11175,1870992,86,io_heavy,researcher,medium,6307827176,5.76,0.000214746,204.1176471,1.5,167.4115963,7.977011494
6110,7.224511171,0.547570575,2089.83386,125,86,6.4,18.6,7160900,3817700,1,137,1076886,81,cpu_heavy,researcher,low,2733816793,119.04,0.007246377,1035.5,4,7803.521739,25.25609756
5166,7.038928915,0.553356186,7055.432594,1327,1268,5,2.6,124480000,89699500,1.2,722,1093789,67,io_heavy,researcher,low,1.11658E+12,13,0.001659751,3230.909091,3,1512.847856,104.5294118
4253,17.22358894,1.489496972,908.181186,72,67,2.4,3.4,10846200,6092000,1.4,6307,1853466,88,cpu_heavy,researcher,medium,6607505040,8.16,0.00022194,361.25,5.666666667,293.8278377,9.741573034
2347,1.489044053,-0.087491485,1653.845003,161,129,0.6,0.8,1476600,2577400,1,151,1100256,91,mixed,admin,high,380578884,0.48,0.006578947,807,1,7238.526316,17.54347826
2735,10.12034518,6.538908521,2574.399542,104,153,0.2,0.2,480500,36003500,2.2,305,1391992,92,mixed,student,high,1729968175,0.04,0.007189542,816.5625,1,4548.993464,28.09677419
4845,11.24460599,6.113622037,2319.517323,209,174,2.8,1.6,7475700,3674900,2.5,498,1053219,88,mixed,admin,medium,2747244993,4.48,0.00501002,673.7142857,1.666666667,2110.659319,26.49438202
3344,57.31250407,11.83404007,3926.228407,259,163,10.78,37.13,18361400,3793800,1,159,1088988,59,cpu_heavy,researcher,low,6965947932,400.2614,0.00625,1955,4.666666667,6806.175,65.16666667
1089,5.723582349,1.683663254,3970.727622,498,166,0.6,0.6,12272000,18398400,1,449,1011210,87,mixed,admin,medium,22578516480,0.36,0.002222222,2010,3,2247.133333,45.68181818
1807,5.285044433,1.296385772,1295.009144,156,75,0.4,0.4,22073000,9932700,,2090,1557277,93,mixed,admin,high,21924448710,0.16,0.002582496,203.75,2.5,744.7522716,13.87234043
4883,11.09043856,5.004175824,3245.857508,363,257,5.6,4.4,14566200,4009900,2,322,1025882,78,cpu_heavy,researcher,low,5840900538,24.64,0.00619195,1064,2,3176.105263,40.40506329
8011,86.69261511,56.51962146,3913.917868,216,143,12.38,33.93,22063900,8832400,2,165,1104481,56,cpu_heavy,researcher,low,19487719036,420.0534,0.012048193,1300,1.5,6653.5,68.42105263
2814,1.657209561,0.873325125,803.3163959,173,26,0.4,0.6,121973500,8187800,3,6726,1842285,94,io_heavy,student,high,99869462330,0.24,0.000445964,181.25,1,273.8642783,7.631578947
653,51.71307534,36.26018447,3091.926179,203,389,2.8,2.8,9451900,11656900,2.4,1632,1641173,89,cpu_heavy,researcher,medium,11017985311,7.84,0.001469688,907.0588235,1.405405405,1005.004899,34.26666667
7780,3.996931579,1.361484555,2778.731984,308,162,0.4,1.79,86075800,7316400,6,141,1092602,87,io_heavy,student,medium,62976498312,0.716,0.042253521,392.4285714,1.666666667,7694.380282,31.21590909
4967,-0.002478658,-0.923415031,1334.949294,114,62,0.2,0.2,14195200,2189400,1.5,140,1034957,93,mixed,admin,high,3107897088,0.04,0.010638298,533.2,1,7340.120567,14.18085106
7618,3.595310931,1.020769509,3034.678497,263,209,0.4,1.8,7020600,26140100,1,128,1000492,86,mixed,admin,medium,18351918606,0.72,0.007751938,1529,1,7755.751938,35.14942529
6171,6.056706055,2.52809791,3006.079598,190,108,2.8,6.6,11245400,3850200,1.3,355,1095077,89,cpu_heavy,researcher,medium,4329703908,18.48,0.003651685,1313.478261,1.75,3076.058989,33.56666667
3243,12.21947781,9.995935259,5872.807422,383,230,1.4,6.2,15359700,5090600,9.4,296,1001605,81,cpu_heavy,researcher,low,7819008882,8.68,0.031649832,569.7115385,1.166666667,3372.407407,72.25609756
2978,3.09691655,0.932455985,4167.437913,112,109,0.6,1,11885400,4801500,2.8,436,1016301,90,mixed,admin,high,5706774810,0.6,0.006407323,1098.684211,2,2325.631579,45.87912088
4293,8.416398782,2.364956073,6188.380098,253,302,2.6,3.6,8328200,49934800,2.4,211,1012282,75,io_heavy,researcher,low,41586700136,9.36,0.011320755,1825.588235,2.5,4774.915094,81.67105263
3720,3.886530339,-0.78600225,4044.162621,268,190,0.6,1.8,44973100,22113000,4.6,813,1318486,89,io_heavy,student,medium,99449016030,1.08,0.005651106,717.3214286,4,1619.761671,44.63333333
4757,81.40231233,117.1857292,2939.979136,145,132,1.2,1,17280100,12004500,1.4,516,1021016,82,mixed,admin,medium,20743896045,1.2,0.00270793,1243.333333,0.709401709,1974.88588,35.95180723
567,-2.174833733,0.09764711,201.4689779,10,18,0.2,0.2,42600,655500,,6132,1856736,98,mixed,admin,critical,2792430,0.04,0.000163052,79,0,302.7451492,1.595959596
4792,14.57329954,13.47265856,1676.191504,161,81,0.8,1.8,8216800,2431300,1.7,1149,1083920,88,mixed,admin,medium,1997750584,1.44,0.001478261,618.1481481,1.071428571,942.5391304,18.75280899
3244,2.129743782,-0.722365548,2025.584456,401,513,0.2,0.2,1814700,5440900,2.4,697,1702590,88,mixed,admin,medium,987360123,0.04,0.003438395,596.4705882,1,2439.240688,22.78651685
3910,5.213810286,1.450819373,205.2598872,14,22,0.2,0.2,718500,1311300,1,7229,1864853,98,mixed,admin,critical,94216905,0.04,0.000138313,97,2,257.9326418,1.95959596
7897,6.419672396,2.984022374,2337.466545,132,116,0.4,0.4,2260900,5018500,2.4,216,1710456,94,mixed,admin,high,1134632665,0.16,0.011059908,687.9411765,1,7882.285714,24.62105263
7306,9.751120143,6.219504152,1831.227388,138,89,1.8,2,8591100,1829700,1,552,1015315,90,mixed,admin,high,1571913567,3.6,0.001808318,896,1.857142857,1836.012658,19.69230769
2376,54.54565873,1.392422502,4959.642502,189,149,0.99,2.58,33349100,6431000,3.2,150,1504125,86,io_heavy,student,medium,21446806210,2.5542,0.021192053,1171.190476,26.5,9961.092715,56.54022989
7286,18.87263735,4.528475646,2537.505919,322,165,0.4,0.4,3286700,1227600,3.4,3887,1414698,90,mixed,admin,high,403475292,0.16,0.000874486,586.5909091,4,363.8626543,28.36263736
4702,1.457856178,1.539070178,2555.879065,139,120,1,1.6,927500,5292600,2,264,1129726,90,mixed,admin,high,490888650,1.6,0.00754717,852.3333333,1,4263.116981,28.0989011
3519,2.365343637,2.196818346,153.479624,17,30,0.2,0.2,735900,2999200,,7309,1869372,97,mixed,admin,critical,220711128,0.04,0.000164159,97.27272727,0.5,255.7280438,2.183673469
8163,171.8438003,21.68280075,2933.329731,235,275,0.2,0.2,9061800,31400600,2.8,187,1329400,92,io_heavy,student,high,28454595708,0.04,0.014893617,772.3684211,7.434782609,7071.276596,31.55913978
3102,1.912942892,1.096508951,495.6132479,101,96,0.2,0.2,16234500,13119300,3.8,403,1711790,92,mixed,admin,high,21298527585,0.04,0.009405941,100.2083333,1,4237.10396,5.172043011
1707,2.71768724,1.964228383,244.287253,34,21,0.2,0.2,17136600,1438600,1.2,7734,1882150,99,mixed,admin,critical,2465271276,0.04,0.000155139,97.27272727,1,243.3290239,2.14
5934,21.53073916,36.84659875,1217.569479,140,67,0.2,0.2,19718900,1659800,4.7,330,992792,93,mixed,admin,high,3272943022,0.04,0.014199396,209.6491228,0.631578947,2999.371601,12.71276596
2534,22.01969169,17.57644136,1056.374224,125,147,2,0.8,5293300,2268800,621,90,10,0,idle_light,admin,low,1200943904,1.6,6.824175824,1.699356913,1.210526316,0.10989011,1057
6048,2.635692336,1.039366505,231.37973,18,20,0.2,0.2,702600,405500,1,8901,2243187,97,mixed,admin,critical,28490430,0.04,0.000112334,99,0.5,251.9868569,2.020408163
4148,3.898815341,3.282100142,3269.360998,257,187,0.8,0.8,6414500,28176200,2.8,134,1010344,88,mixed,student,medium,18073623490,0.64,0.020740741,863.6842105,1,7484.02963,36.87640449
6444,6.962213032,0.969274339,4206.982947,348,168,0.8,0.8,24315900,21816300,3.6,3214,1337067,92,io_heavy,student,high,53048296917,0.64,0.001119751,922.6086957,3,415.8839813,45.6344086
3076,48.94001021,48.48364131,4206.950339,299,147,17.03,14.23,17718500,1385000,5.6,1120,1775705,54,cpu_heavy,researcher,low,2454012250,242.3369,0.00499554,630.7575758,0.959183673,1584.036574,75.69090909
6100,-0.766229682,-0.356771185,1779.60093,116,166,0.2,0.2,4995300,7074300,2,274,1705742,96,mixed,admin,critical,3533825079,0.04,0.007272727,586,0,6202.698182,18.12371134
